model,MUSHRA,SDR
reference,0.6999209430744435,233.21982548333335
htdemucs,0.6457861923545487,10.065530927333334
dv2,0.1380594345997358,4.789600119166667
spleeter,-0.07167195461115389,2.076362749
anchor,-1.412094615417574,-12.928349730999999
